Wall time,Step,Value
1571055767.9511132,9,2.2738027572631836
1571055768.02589,19,2.2053909301757812
1571055768.0793152,29,2.1634421348571777
1571055768.153021,39,2.2391786575317383
1571055768.233489,49,2.1829652786254883
1571055768.2975202,59,2.214543581008911
1571055768.364966,69,2.109578847885132
1571055768.4533737,79,2.212294101715088
1571055768.5191886,89,2.1925621032714844
1571055768.5760646,99,2.0092060565948486
1571055768.6587048,109,1.8966373205184937
1571055768.788757,119,2.0391767024993896
1571055768.8990004,129,1.808337688446045
1571055769.187808,139,1.906407356262207
1571055769.3488858,149,1.8572771549224854
1571055769.4688578,159,1.626891016960144
1571055769.5951447,169,2.038533926010132
1571055769.721856,179,1.854211449623108
1571055769.7973115,189,1.8681381940841675
1571055769.8883307,199,1.741302251815796
1571055770.0470145,209,1.686099648475647
1571055770.1878283,219,1.5224701166152954
1571055770.284094,229,1.841120958328247
1571055770.441726,239,1.6113049983978271
1571055770.5728426,249,1.5290718078613281
1571055770.713993,259,1.7172133922576904
1571055770.8423345,269,1.7939453125
1571055770.9940534,279,1.4135876893997192
1571055771.114181,289,1.6894506216049194
1571055771.2647822,299,1.5504618883132935
1571055771.3860843,309,1.5257439613342285
1571055771.476106,319,1.4572117328643799
1571055771.5845249,329,1.621297001838684
1571055771.7447212,339,1.4173412322998047
1571055771.797538,349,1.5140049457550049
1571055771.852392,359,1.6043622493743896
1571055771.9077547,369,1.4028915166854858
1571055771.9575698,379,1.6908122301101685
1571055772.0052567,389,1.531903624534607
1571055773.2255044,399,1.4697706699371338
1571055773.312886,409,1.5278517007827759
1571055773.5217867,419,1.3792966604232788
1571055773.5846658,429,1.4033491611480713
1571055773.66539,439,1.3411633968353271
1571055773.7245476,449,1.3053146600723267
1571055773.797538,459,1.4230159521102905
1571055773.8965895,469,1.3028638362884521
1571055774.0032258,479,1.4087929725646973
1571055774.1151967,489,1.4995428323745728
1571055774.167945,499,1.2706291675567627
1571055774.2561424,509,1.2640584707260132
1571055774.3551483,519,1.374376654624939
1571055774.4994822,529,1.1789530515670776
1571055774.5868664,539,1.1907007694244385
1571055774.7181144,549,1.6767958402633667
1571055774.7960904,559,1.3661653995513916
1571055774.9374938,569,1.3180817365646362
1571055775.0665925,579,1.3133305311203003
1571055775.2401555,589,1.3244208097457886
1571055775.3862329,599,1.203675627708435
1571055775.5307646,609,1.2311078310012817
1571055775.6877275,619,1.2683374881744385
1571055775.8512218,629,1.356792688369751
1571055775.966738,639,1.261073350906372
1571055776.1264532,649,1.3833742141723633
1571055776.3141003,659,1.180613398551941
1571055776.496535,669,1.1979925632476807
1571055776.634718,679,1.4432144165039062
1571055776.732836,689,1.1975618600845337
1571055776.8210466,699,1.1621463298797607
1571055776.9069817,709,1.2038456201553345
1571055776.9718227,719,1.2476811408996582
1571055777.0738842,729,1.0972084999084473
1571055777.1283693,739,1.369162917137146
1571055777.1886318,749,1.2079565525054932
1571055777.238949,759,1.314060926437378
1571055777.2868135,769,1.2012678384780884
1571055777.334652,779,1.2598938941955566
1571055780.3161414,789,1.3229098320007324
1571055780.4553647,799,1.3048547506332397
1571055780.515355,809,0.9944754838943481
1571055780.6012557,819,1.1438103914260864
1571055780.6948705,829,1.2077105045318604
1571055780.756292,839,1.1566437482833862
1571055780.8257396,849,0.977145254611969
1571055780.9583676,859,1.0969526767730713
1571055781.1070554,869,1.0004254579544067
1571055781.2305982,879,1.146605134010315
1571055781.3820693,889,1.1389153003692627
1571055781.555586,899,0.9086374044418335
1571055781.6748102,909,1.0000321865081787
1571055781.8543715,919,1.117293357849121
1571055781.9288914,929,0.9944130182266235
1571055782.0282586,939,0.934359073638916
1571055782.1358364,949,1.0505050420761108
1571055782.2665308,959,1.0946153402328491
1571055782.4049125,969,1.111560583114624
1571055782.5731778,979,1.0185728073120117
1571055782.7264748,989,1.2211250066757202
1571055782.8784373,999,1.006045937538147
1571055783.0302181,1009,1.0360946655273438
1571055783.139585,1019,1.1119916439056396
1571055783.2291703,1029,1.149393916130066
1571055783.36573,1039,0.9266430139541626
1571055783.5296862,1049,1.1125926971435547
1571055783.6359065,1059,1.054636836051941
1571055783.7391257,1069,1.1654332876205444
1571055783.8963983,1079,1.1226673126220703
1571055784.011163,1089,1.0375663042068481
1571055784.1134417,1099,1.0173603296279907
1571055784.2637384,1109,0.9231715202331543
1571055784.3608692,1119,0.960537850856781
1571055784.4126856,1129,0.9594167470932007
1571055784.4623687,1139,1.1290936470031738
1571055784.5175035,1149,0.9121294617652893
1571055784.5730097,1159,0.9089702367782593
1571055784.6217892,1169,1.0160049200057983
1571055785.785781,1179,1.2746706008911133
1571055785.8766475,1189,1.2017120122909546
1571055786.1143749,1199,0.8474326133728027
1571055786.227357,1209,1.0879215002059937
1571055786.3276236,1219,0.9331818222999573
1571055786.4161363,1229,0.8582515716552734
1571055786.4773536,1239,1.0362695455551147
1571055786.5591269,1249,0.9786835312843323
1571055786.635373,1259,1.159574031829834
1571055786.7224848,1269,1.0137994289398193
1571055786.8725379,1279,0.961831271648407
1571055786.9728181,1289,1.139154314994812
1571055787.0424097,1299,0.9940779805183411
1571055787.1800616,1309,0.9652825593948364
1571055787.3088648,1319,1.0259571075439453
1571055787.4030042,1329,1.1073169708251953
1571055787.5407605,1339,0.8672783970832825
1571055787.6631799,1349,0.8785459995269775
1571055787.835799,1359,1.0314987897872925
1571055787.9570115,1369,1.1248345375061035
1571055788.1017544,1379,0.7941005229949951
1571055788.2235315,1389,0.823429524898529
1571055788.3553836,1399,1.0529530048370361
1571055788.4791667,1409,1.119994044303894
1571055788.571333,1419,0.9521902799606323
1571055788.7376127,1429,0.9817322492599487
1571055788.907708,1439,1.0388574600219727
1571055789.091953,1449,0.9864493012428284
1571055789.2300205,1459,0.91634601354599
1571055789.3208816,1469,0.9204041957855225
1571055789.4908204,1479,0.9021045565605164
1571055789.634274,1489,0.8748871088027954
1571055789.6938982,1499,1.045197606086731
1571055789.7770507,1509,0.8800591230392456
1571055789.8309433,1519,0.8510937094688416
1571055789.8840318,1529,0.7343969941139221
1571055789.9358854,1539,0.8794105052947998
1571055789.9869273,1549,0.8774746656417847
1571055790.0345867,1559,0.9864124059677124
1571055792.476755,1569,0.6969178318977356
1571055792.596403,1579,0.7741222977638245
1571055792.7663586,1589,0.7954092025756836
1571055792.8785286,1599,0.7197939157485962
1571055792.9553566,1609,0.8617510795593262
1571055793.0573404,1619,0.9530892968177795
1571055793.1189654,1629,0.8709216117858887
1571055793.229485,1639,0.727123498916626
1571055793.347505,1649,0.8957730531692505
1571055793.4890463,1659,0.778911828994751
1571055793.64057,1669,0.8086237907409668
1571055793.7994146,1679,1.1917269229888916
1571055793.950857,1689,0.7607656717300415
1571055794.0324624,1699,0.9313428401947021
1571055794.169032,1709,0.839889407157898
1571055794.3519847,1719,0.7980702519416809
1571055794.4899745,1729,0.9768638610839844
1571055794.6668568,1739,0.884951651096344
1571055794.7993915,1749,0.7536920309066772
1571055794.869956,1759,0.9145668148994446
1571055794.9427607,1769,0.9528657793998718
1571055795.031031,1779,0.8600576519966125
1571055795.154609,1789,0.76368248462677
1571055795.3046417,1799,0.7391133308410645
1571055795.4234889,1809,0.7831668257713318
1571055795.52687,1819,0.9906760454177856
1571055795.6508949,1829,0.6595949530601501
1571055795.7684393,1839,0.8691120147705078
1571055795.8745077,1849,0.8580041527748108
1571055795.960692,1859,0.880886971950531
1571055796.1271706,1869,0.86506587266922
1571055796.2713666,1879,0.6731085777282715
1571055796.3523095,1889,0.8652419447898865
1571055796.4576228,1899,0.7791370749473572
1571055796.510136,1909,0.7359241247177124
1571055796.5633738,1919,0.8443437218666077
1571055796.6173115,1929,0.8619900345802307
1571055796.6699536,1939,0.9217122793197632
1571055796.7179935,1949,0.7883118391036987
1571055797.805528,1959,0.6203962564468384
1571055797.930784,1969,0.6368792057037354
1571055798.104129,1979,0.7864729166030884
1571055798.200068,1989,0.640129029750824
1571055798.2821696,1999,0.7727999091148376
1571055798.3762395,2009,0.6176232099533081
1571055798.4630346,2019,0.6407716274261475
1571055798.5626621,2029,0.6723895072937012
1571055798.627556,2039,0.720246434211731
1571055798.707416,2049,0.702049970626831
1571055798.8415694,2059,0.7324578762054443
1571055799.0136852,2069,0.5218051671981812
1571055799.147226,2079,0.6147668957710266
1571055799.2705505,2089,0.6108555197715759
1571055799.3944643,2099,0.8438166379928589
1571055799.4867597,2109,0.5889594554901123
1571055799.5998473,2119,0.6908100843429565
1571055799.6899898,2129,0.6321250200271606
1571055799.779922,2139,0.6730643510818481
1571055799.886137,2149,0.534682035446167
1571055799.9882925,2159,0.750826358795166
1571055800.1248343,2169,0.8066186904907227
1571055800.1944978,2179,0.65125572681427
1571055800.2926152,2189,0.6200656294822693
1571055800.3908985,2199,0.7537615895271301
1571055800.5009146,2209,0.7117101550102234
1571055800.6251874,2219,0.812365710735321
1571055800.7817898,2229,0.7036027908325195
1571055800.9133558,2239,0.6902064085006714
1571055801.0207088,2249,0.6732655763626099
1571055801.0931726,2259,0.6399585604667664
1571055801.2010932,2269,0.6385146379470825
1571055801.2954648,2279,0.6429067850112915
1571055801.395845,2289,0.6313242316246033
1571055801.4513118,2299,0.6271170973777771
1571055801.5048969,2309,0.6167762279510498
1571055801.5582259,2319,0.8761206269264221
1571055801.6061063,2329,0.6580745577812195
1571055801.6544569,2339,0.7831712365150452
1571055804.1509447,2349,0.5659037232398987
1571055804.2944162,2359,0.46015462279319763
1571055804.5178037,2369,0.5679945349693298
1571055804.5725586,2379,0.420601487159729
1571055804.629403,2389,0.4684255123138428
1571055804.737585,2399,0.5231676697731018
1571055804.8045912,2409,0.4556671977043152
1571055804.892207,2419,0.4909745752811432
1571055804.9975872,2429,0.6222641468048096
1571055805.1230407,2439,0.7331445217132568
1571055805.221754,2449,0.8283411860466003
1571055805.316736,2459,0.42111465334892273
1571055805.443683,2469,0.5792446136474609
1571055805.5642428,2479,0.5050474405288696
1571055805.7144217,2489,0.5922703146934509
1571055805.8665276,2499,0.664574921131134
1571055806.007538,2509,0.4954302906990051
1571055806.1521366,2519,0.5039657354354858
1571055806.2725987,2529,0.5992754101753235
1571055806.392716,2539,0.6507281064987183
1571055806.497835,2549,0.4328753650188446
1571055806.6158092,2559,0.5725535750389099
1571055806.753582,2569,0.6708820462226868
1571055806.9403946,2579,0.622117817401886
1571055807.0765474,2589,0.5501853823661804
1571055807.2300513,2599,0.5814825296401978
1571055807.3483672,2609,0.5856152772903442
1571055807.4406562,2619,0.5866300463676453
1571055807.5870368,2629,0.49568942189216614
1571055807.7373123,2639,0.5562852025032043
1571055807.825446,2649,0.591350257396698
1571055807.9130661,2659,0.45200541615486145
1571055807.996469,2669,0.5474206209182739
1571055808.1348248,2679,0.6559560298919678
1571055808.1999424,2689,0.5719723105430603
1571055808.2608242,2699,0.5818498730659485
1571055808.3178253,2709,0.6743464469909668
1571055808.3719141,2719,0.5793142914772034
1571055808.4197352,2729,0.567765474319458
1571055809.5768378,2739,0.3872829079627991
1571055809.6582952,2749,0.4010595679283142
1571055809.7616816,2759,0.3338678181171417
1571055809.8938336,2769,0.35478514432907104
1571055809.990437,2779,0.3974364697933197
1571055810.072105,2789,0.3936023712158203
1571055810.156122,2799,0.461193323135376
1571055810.2202206,2809,0.33538371324539185
1571055810.313734,2819,0.46302884817123413
1571055810.4337077,2829,0.33250364661216736
1571055810.5093954,2839,0.4478699266910553
1571055810.5868006,2849,0.2893560230731964
1571055810.6885295,2859,0.4000357985496521
1571055810.7600482,2869,0.39397555589675903
1571055810.8649457,2879,0.3845425546169281
1571055810.9986286,2889,0.5788909792900085
1571055811.158042,2899,0.4497022330760956
1571055811.3055074,2909,0.4804679751396179
1571055811.47218,2919,0.3831045925617218
1571055811.574678,2929,0.4261852502822876
1571055811.7686784,2939,0.4385948181152344
1571055811.9665465,2949,0.31485363841056824
1571055812.1078813,2959,0.456331342458725
1571055812.276013,2969,0.4191007912158966
1571055812.4995015,2979,0.4325940012931824
1571055812.6855078,2989,0.3717699348926544
1571055812.8476317,2999,0.40122103691101074
1571055812.9742458,3009,0.459333598613739
1571055813.0954945,3019,0.6635140776634216
1571055813.2700531,3029,0.44882822036743164
1571055813.4179568,3039,0.43650224804878235
1571055813.5297189,3049,0.47846871614456177
1571055813.6287193,3059,0.4003389775753021
1571055813.7515724,3069,0.37476682662963867
1571055813.8213425,3079,0.44628778100013733
1571055813.8785336,3089,0.46252739429473877
1571055813.935698,3099,0.4676428735256195
1571055813.9842787,3109,0.3724868893623352
1571055814.0318344,3119,0.3956992030143738
1571055816.5372314,3129,0.2466946691274643
1571055816.6119118,3139,0.2092011272907257
1571055816.713472,3149,0.2624877691268921
1571055816.8339987,3159,0.33733683824539185
1571055816.922629,3169,0.20630508661270142
1571055817.0093315,3179,0.2212599664926529
1571055817.118397,3189,0.2588593363761902
1571055817.2153094,3199,0.2867211699485779
1571055817.2920597,3209,0.2482927143573761
1571055817.3981738,3219,0.2960808277130127
1571055817.5069273,3229,0.38381537795066833
1571055817.5924127,3239,0.40482592582702637
1571055817.7182062,3249,0.3281198740005493
1571055817.8946006,3259,0.3894563615322113
1571055818.0344458,3269,0.2552196681499481
1571055818.1486244,3279,0.3960639536380768
1571055818.252943,3289,0.25377246737480164
1571055818.4083185,3299,0.3129682242870331
1571055818.5594306,3309,0.3207678496837616
1571055818.7455363,3319,0.29260051250457764
1571055818.943822,3329,0.33367329835891724
1571055819.09952,3339,0.35461926460266113
1571055819.2415428,3349,0.30481773614883423
1571055819.468632,3359,0.47474274039268494
1571055819.631152,3369,0.24886175990104675
1571055819.755929,3379,0.30501314997673035
1571055819.884143,3389,0.3830147385597229
1571055820.0396965,3399,0.2909240424633026
1571055820.1769898,3409,0.24011670053005219
1571055820.2987306,3419,0.36378246545791626
1571055820.4615269,3429,0.4199087619781494
1571055820.591898,3439,0.2584788501262665
1571055820.7280192,3449,0.30597516894340515
1571055820.8041835,3459,0.3360651135444641
1571055820.906729,3469,0.5644921660423279
1571055820.9613092,3479,0.2793075144290924
1571055821.0227342,3489,0.32767337560653687
1571055821.0802586,3499,0.28213533759117126
1571055821.1278608,3509,0.23396830260753632
1571055822.1299307,3519,0.28092601895332336
1571055822.2831633,3529,0.16898542642593384
1571055822.409375,3539,0.18613623082637787
1571055822.471049,3549,0.19174036383628845
1571055822.5431657,3559,0.15092071890830994
1571055822.6494603,3569,0.20537540316581726
1571055822.7117043,3579,0.4337059557437897
1571055822.820562,3589,0.16622918844223022
1571055822.9687772,3599,0.2041756808757782
1571055823.0855286,3609,0.19165918231010437
1571055823.2107098,3619,0.12517383694648743
1571055823.3000422,3629,0.11348991841077805
1571055823.38533,3639,0.15233227610588074
1571055823.5274127,3649,0.13563045859336853
1571055823.6828005,3659,0.1944092959165573
